StudentID,SubjectCode,Subject,Grade
202400020,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400033,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400044,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400045,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400056,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400074,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400077,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400096,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400120,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400127,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400132,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400138,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400181,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400186,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400193,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400201,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400219,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400223,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400234,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400251,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400258,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400269,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400271,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400291,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400297,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400302,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400309,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400318,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400344,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400350,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400355,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400372,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400390,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400400,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400405,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400407,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400408,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400410,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400417,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400419,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400421,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400427,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400441,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400451,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400456,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400488,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400493,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400508,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202400512,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400533,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400548,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400701,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400709,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400717,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400718,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400719,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400730,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400734,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400736,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400738,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400740,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400763,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202543501,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202543508,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202543509,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400009,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400065,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400101,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400118,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400141,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400177,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400235,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400252,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400272,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400274,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400279,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400304,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400320,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400325,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400327,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400343,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400380,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400445,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400564,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400705,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202542501,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202542502,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202542503,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202542504,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202542505,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202300174,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400031,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400295,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400366,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400473,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400700,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202512501,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202512512,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400022,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202400086,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400119,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400129,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400192,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400200,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400280,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400317,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202513502,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202513503,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202513504,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202513513,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202513514,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202513515,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202513516,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202513517,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202513518,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400221,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400530,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400566,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400574,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400091,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400134,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400238,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400477,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400491,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400495,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400525,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202515501,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202515502,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202515531,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202515532,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202515533,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202515534,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202515535,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202515536,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202515537,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202200229,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202300433,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400025,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400054,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400081,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400097,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400110,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400128,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400190,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400206,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400278,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400286,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400305,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400315,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400379,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400394,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400395,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400396,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400397,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202400413,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400424,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400460,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400490,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400496,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400509,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400534,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400570,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202518501,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518502,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518503,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518505,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202518506,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518507,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518509,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518510,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518511,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518512,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518521,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518522,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202518523,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202518524,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202518525,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202518526,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202200217,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202400007,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400021,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400029,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400034,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400052,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400102,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400113,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400130,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400168,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400195,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),S
202400198,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400240,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400241,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400246,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400250,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400262,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400264,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400265,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400289,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400303,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),S
202400311,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400313,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400314,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400324,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400333,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400340,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400341,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400351,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400374,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),F
202400381,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400385,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400416,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400443,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400462,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400467,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400470,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400474,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400480,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400497,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400500,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400504,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400507,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400510,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400519,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400523,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400535,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400537,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400538,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400543,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400553,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400560,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400712,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400759,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400765,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202541503,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400008,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400563,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400167,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400170,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400174,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400255,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400358,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),A
202400384,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),B
202400389,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400392,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400393,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400398,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),C
202400505,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),S
202400754,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),E
202400761,GN201B1,UNIVERSAL HUMAN VALUE II (GN201B1),D
202400007,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400021,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400029,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400034,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400052,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400102,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400113,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400130,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400168,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400195,CD202A5,PROJECT BASED LEARNING II (CD202A5),A
202400198,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400240,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400241,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400246,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400250,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400262,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400264,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400265,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400289,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400303,CD202A5,PROJECT BASED LEARNING II (CD202A5),A
202400311,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400314,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400324,CD202A5,PROJECT BASED LEARNING II (CD202A5),A
202400333,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400340,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400341,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400351,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400381,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400385,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400416,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400443,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400462,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400467,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400470,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400474,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400480,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400497,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400500,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400504,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400507,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400510,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400519,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400523,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400535,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400537,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400538,CD202A5,PROJECT BASED LEARNING II (CD202A5),B
202400543,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400553,CD202A5,PROJECT BASED LEARNING II (CD202A5),E
202400712,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400759,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202400765,CD202A5,PROJECT BASED LEARNING II (CD202A5),C
202541503,CD202A5,PROJECT BASED LEARNING II (CD202A5),D
202400007,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400021,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400029,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),E
202400034,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400052,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400102,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400113,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400130,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),E
202400168,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400195,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400198,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400240,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400241,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400246,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400250,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400262,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400264,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400265,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400289,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400303,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),S
202400311,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400313,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),E
202400314,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400324,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400333,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400340,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400341,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400374,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),E
202400381,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400385,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),S
202400416,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400443,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400462,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400467,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400470,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400474,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400480,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),E
202400497,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400500,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400504,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400507,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400510,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400519,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400523,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400535,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),C
202400537,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400538,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400543,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),A
202400553,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400712,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400759,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),B
202400765,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),S
202541503,CD205A1,DATABASE MANAGEMENT SYSTEMS (CD205A1),D
202400007,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),S
202400021,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400029,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),D
202400034,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400052,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),C
202400102,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),C
202400113,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),D
202400130,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),C
202400168,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),B
202400195,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),S
202400198,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),B
202400240,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400241,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400246,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400250,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),C
202400262,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),A
202400264,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),B
202400265,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),B
202400289,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),D
202400303,CD203A4,OBJECT ORIENTED PROGRAMMING USING JAVA LAB (CD203A4),S
